codigo,nombre,nombre_corto,sigla,titulo,numero_planes_estudio,codigo_estado,tipo_grupo,monto_tutoria,costo_programa,dep_inicial,siglaNoVersion,siglaNoVersionNumero
370,"Especialidad en Enfermería Médico Quirúrgico, Versión I, Sede Sucre","Esp. en Enfermería Médico Quirúrgico,  V.1 Sucre",EEMQ1,Especialista en Enfermería Médico Quirúrgico,1.0,V,T,2250,10750,10.0,EEMQ,1
371,"Maestría en Salud Sexual y Reproductiva, Versión I Subsede La Paz",Mae. en Salud Sexual y Reproductiva V.1 La Paz,MSSR,Magíster en Salud Sexual y Reproductiva,1.0,V,T,2250,19750,10.0,MSSR,0
372,"Maestría en Salud Sexual y Reproductiva, Versión I Subsede Potosí",Mae. en Salud Sexual y Reproductiva V.1 Potosí,MSSR,Magíster en Salud Sexual y Reproductiva,1.0,V,T,2250,19750,10.0,MSSR,0
373,"Especialidad en Diseño de Interiores Versión II, Sede Sucre",Esp. en Diseño de Interiores V.2 Sucre,EDDI,Especialista en Diseño de Interiores,1.0,V,T,2250,11750,10.0,EDDI,0
374,Curso de Formación Continua en Evaluación y Recuperación Estructural de Pavimentos,Curso Evaluación y Recuperación Estructural de Pavimentos,CEREP,Certificado,1.0,V,T,0,150,100.0,CEREP,0
375,"Diplomado en Derecho Procesal Civil, Nuevo Código Procesal Civil (Ley 439)","Dip. en Derecho Procesal Civil, Nuevo Código Procesal Civil (Ley 439)",CPCN,"Diplomado en Derecho Procesal Civil, Nuevo Código Procesal Civil (Ley 439)",1.0,V,T,760,2740,10.0,CPCN,0
376,"Maestría en Medicina del Trabajo y Salud Ocupacional, Versión VII, Subsede Santa Cruz","Mae. en Medicina del Trabajo y Salud Ocupacional, V.7 Santa Cruz",MTSO7,Magíster en Medicina del Trabajo y Salud Ocupacional,1.0,T,V,2250,26050,10.0,MTSO,7
377,"Maestría en Medicina del Trabajo y Salud Ocupacional, Versión VII, Subsede Potosí","Mae. en Medicina del Trabajo y Salud Ocupacional, V.7 Potosí",MTSO7,Magíster en Medicina del Trabajo y Salud Ocupacional,1.0,T,V,2250,26050,10.0,MTSO,7
378,Maestría en Ingeniería Financiera,Mae. en Ingeniería Financiera,MIF,Magíster en Ingeniería Financiera,1.0,V,T,0,0,0.0,MIF,0
379,Maestría en Ciencias Sociales,Mae. en Ciencias Sociales,MCS,Magíster en Ciencias Sociales,1.0,V,T,0,0,0.0,MCS,0
380,Maestría en Hidrogeología y Recursos Hídricos,Mae. en Hidrogeología y Recursos Hídricos,MHRH,Magíster en Hidrogeología y Recursos Hídricos,1.0,V,T,0,0,0.0,MHRH,0
381,Maestría en Ingeniería Hidráulica,Mae. en Ingeniería Hidráulica,MIH,Magíster en Ingeniería Hidráulica,1.0,V,T,0,0,0.0,MIH,0
382,Maestría en Proyectos de Arquitectura,Mae. en Proyectos de Arquitectura,MPA,Magíster en Proyectos de Arquitectura,1.0,V,T,0,0,0.0,MPA,0
383,Especialidad en Diseño Mobiliario para el Hábitat,Esp. en Diseño Mobiliario para el Hábitat,EDMH,Especialista en Diseño Mobiliario para el Hábitat,1.0,V,T,0,0,0.0,EDMH,0
384,Especialidad en Catastro y Avalúos de Bienes Inmuebles Urbanos,Esp. en Catastro y Avalúos de Bienes Inmuebles Urbanos,ECABI,Esp. en Catastro y Avalúos de Bienes Inmuebles Urbanos,1.0,V,T,0,0,0.0,ECABI,0
385,Especialidad en Construcción de Obras Sanitarias en Poblaciones menores a 10000 Habitantes,Esp. en Construcción de Obras Sanitarias en Poblaciones menores a 10000 Habitantes,ECOS,Especialista en Construcción de Obras Sanitarias en Poblaciones menores a 10000 Habitantes,1.0,V,T,0,0,0.0,ECOS,0
386,Diplomado en Docencia para Educación Superior Versión V,Dip. en Docencia para Educación Superior V.5,DDOC5,Diplomado en Docencia Para Educación Superior,1.0,V,T,760,2640,10.0,DDOC,5
387,Curso-Taller Preparatorio para el Doctorado en Gestión Empresarial,Curso Taller - Doctorado en Gestión Empresarial,DCEC,Ninguno,1.0,V,T,0,0,0.0,DCEC,0
388,Curso-Taller Preparatorio para el Doctorado en Ciencias Biomédicas,Curso-Taller Doctorado Ciencias Biomédicas,DBME,Ninguno,1.0,V,T,0,0,0.0,DBME,0
389,"Maestría en Medicina del Trabajo y Salud Ocupacional, Versión VII, Subsede La Paz","Mae. en Medicina del Trabajo y Salud Ocupacional, V.7 La Paz",MTSO7,Magíster en Medicina del Trabajo y Salud Ocupacional,1.0,V,T,2250,26050,10.0,MTSO,7
390,Curso-Taller Preparatorio para el Doctorado en Ciencias Sociales y Humanísticas,Curso-Taller Doctorado en Ciencias Sociales y Humanísticas,CDCSH,Certificado,1.0,V,T,0,0,0.0,CDCSH,0
391,Curso-Taller Preparatorio para el Doctorado en Biotecnología,Curso-Taller Doctorado en Biotecnología,DBIO,Certificado,1.0,V,T,0,0,0.0,DBIO,0
392,"Maestría en Medicina del Trabajo y Salud Ocupacional, Versión VII, Subsede Cochabamba","Mae. en Medicina del Trabajo y Salud Ocupacional, V.7 Cbba.",MTSO7,Magíster en Medicina del Trabajo y Salud Ocupacional,1.0,V,T,2250,26050,10.0,MTSO,7
393,"Especialidad en Endodoncia, Versión I, Subsede Oruro ",Esp. en Endodoncia v.1 Oruro,ESOO,Especialista en Endodoncia,1.0,V,T,2250,42990,10.0,ESOO,0
394,"Diplomado en Derecho Procesal Civil, Nuevo Código Procesal Civil (Ley 439), Versión 2, Sede Sucre",Dip. en Derecho Procesal Civil V.2,DDPC2,"Diplomado en Derecho Procesal Civil, Nuevo Código Procesal Civil (Ley 439)",1.0,V,T,760,2740,10.0,DDPC,2
395,"Diplomado en Investigación y Formación Tutoral, Versión 2, Sede Sucre",Diplomado en Investigación y Formación Tutoral V.2,DIFT2,Diplomado en Investigación y Formación Tutoral,1.0,V,T,760,3240,10.0,DIFT,2
396,"Maestría en Educación Superior, Versión XI, Modalidad Virtual con Apoyo Presencial","Mae. en Educación Superior, V.11, Modalidad Virtual con Apoyo Presencial",MES11,Magister en Educación Superior,1.0,V,T,2250,16250,10.0,MES,11
397,"Maestría en Periodismo para el Desarrollo y la Interculturalidad, Sede Sucre","Mae. en Periodismo para el Desarrollo y la Interculturalidad, Sede Sucre",MPDI,Magister en Periodismo para el Desarrollo y la Interculturalidad,1.0,V,T,2250,20750,10.0,MPDI,0
398,Maestría en Comunicación Intercultural Como Aporte al Desarrollo v.2 - Recuperatorio,Mae. en Comunicación Intercultural Como Aporte al Desarrollo v.2 - Recuperatorio,RMCv2,Magister en Comunicación Intercultural como Aporte al Desarrollo,1.0,V,T,2500,21000,10.0,RMCv,2
399,Especialidad en Formulación y Evaluación de Proyectos de Manejo Integral de Cuencas Versión 2,Esp. en Form. y Eval. de Proy. de Manejo Integral de Cuencas V.2,EFEv2,Especialista Superior en Formulación y Evaluación de Proyectos de Manejo Integral de Cuencas,1.0,V,T,1050,7900,10.0,EFEv,2
400,Maestría en Tributación Versión 3,Mae. en Tributación V.3,MT3,Magíster en Tributación,1.0,V,T,2250,19750,10.0,MT,3
402,"Diplomado en Investigación y Formación Tutorial, Modalidad Presencial, Versión II, Subsede La Paz","Dip. en Inv. y Formación Tutorial,V.2,La Paz",DIFT2,Diplomado en Investigación y Formación Tutorial,1.0,V,T,760,3240,10.0,DIFT,2
403,"Diplomado en Investigación y Formación Tutorial, Modalidad Presencial, Versión II, Subsede Tarija","Dip. en Inv. y Formación Tutorial,V.2,Tarija",DIFT2,Diplomado en Investigación y Formación Tutorial,1.0,V,T,760,3740,10.0,DIFT,2
404,"Diplomado en Investigación y Formación Tutorial, Modalidad Presencial, Versión II, Monteagudo","Dip. en Inv. y Formación Tutorial,V.2,Monteagudo",DIFT2,Diplomado en Investigación y Formación Tutorial,1.0,V,T,760,3740,10.0,DIFT,2
405,"Diplomado en Diseño y Evaluación de Proyectos de Desarrollo Productivo, Modalidad Presencial, Versión I, Subsede Potosí","Dip. en Diseño y Eval. de Proy. de Desarrollo Prod.,V.1,Potosí",DEP1,Diplomado en Diseño y Evaluación de Proyectos de Desarrollo Productivo,1.0,V,T,760,3740,10.0,DEP,1
406,"Diplomado en Derechos Humanos y Administración de Justicia, Versión I, Modalidad Virtual","Dip en Derechos Humanos y Administración de Justicia, VI, Mod. Virtual",DDH1,Diplomado en Derechos Humanos y Administración de Justicia,1.0,V,T,760,3740,10.0,DDH,1
407,Doctorado en Ciencias de Enfermería con Salida Lateral a Maestría,Doc. en Ciencias de Enf. con Salida Lateral a Maestría,DCE,Doctor en Ciencias de Enfermería ,1.0,V,T,0,0,0.0,DCE,0
408,"Maestría en Ingeniería Vial, Sede Sucre","Ma en Ingeniería Vial, Sucre",MIV1,Magister en Ingeniería Vial,1.0,V,T,2250,25750,10.0,MI,MI
409,"Diplomado en Investigación y Formación Tutorial, Versión 2, Sucre(G2)",Dip. en Investigación y Form. Tutorial V.2- Grupo 2,DIFT2,Diplomado en Investigación y Formación Tutorial,1.0,V,T,760,3240,10.0,DIFT,2
410,Diplomado en Docencia para Educación Superior Versión VI,Dip. en Doc. para Educ. Superior V.6,DDOC6,Diplomado en Docencia Para Educación Superior,1.0,V,T,760,2640,10.0,DDOC,6
411,Maestría en Enfermería Gíneco Obstétrica,Maestría en Enfermería Gíneco Obstétrica (Escolarizado),ES411,Magister en Enfermería Gíneco Obstétrica,1.0,V,T,0,0,0.0,ES,411
412,Maestría en Investigación Social Aplicada,Maestría en Investigación Social Aplicada (Escolarizado),ES412,Magister en Investigación Social Aplicada,1.0,V,T,0,0,0.0,ES,412
413,Maestría en Gestión de la Investigación,Maestría en Gestión de la Investigación (Escolarizado),ES413,Magister en Gestión de la Investigación,1.0,V,T,0,0,0.0,ES,413
414,"Maestría en Ingeniería Estructural, Versión VI, Subsede Santa Cruz",Mae. en Ingeniería Estructural V.6 Stanta Cruz,MIE6,Magister en Ingeniería Estructural,1.0,V,T,2250,32750,10.0,MIE,6
415,"Maestría en Ingeniería Estructural, Versión VI, Subsede La Paz",Mae. en Ingeniería Estructural V.6 La Paz,MIE6,Magister en Ingeniería Estructural,1.0,V,T,2250,32750,10.0,MIE,6
416,"Maestría en Ingeniería Geotécnica, Versión II, Subsede La Paz",Mae. en Ingeniería Geotécnica V.2 La Paz,MIGT2,Magister en Ingeniería Geotécnica,1.0,V,T,2250,35750,10.0,MIGT,2
417,"(Anulado) Doctorado en Ciencias de la Educación, Versión IX, Modalidad Virtual","Doc. en Cienc. de la Educación, V.9 Virtual",DVCE,Doctor en Ciencias de la Educación,1.0,V,T,3850,44870,10.0,DVCE,0
418,"Maestría en Marketing y Negocios Internacionales, Versión I","Mae. en Marketing y Negocios Inter., V.1",MMNI,Magister en Marketing y Negocios Internacionales,1.0,V,T,2250,19750,10.0,MMNI,0
419,"Maestría en Planificación y Gestión de Proyectos, Versión I","Maestría en Plan. y Gestión de Proy.,V.1",MPGP,Magister en Planificación y Gestión de Proyectos,1.0,V,T,2250,19750,10.0,MPGP,0
420,"Maestría en Administración y Finanzas, Versión IV","Maestría en Adm. y Finanzas, V.4",MAF,Magister en Administración y Finanzas,1.0,V,T,2250,19750,10.0,MAF,0
421,"Maestría en Administración Pública, Versión IV","Maestría en Adm. Pública, V.4",MAP,Magister en Administración Pública,1.0,V,T,2250,19750,10.0,MAP,0
422,"Diplomado en Establecimiento y Planificación de Huertos Modernos de Frutales del Valle, Versión I, Modalidad Presencial",Dip. en Est. y Plan. de Huertos Modernos de Frutales del Valle V.1,DHV,Diplomado en Establecimiento y Planificación de Huertos Modernos de Frutales del Valle,1.0,V,T,760,3240,0.0,DHV,0
423,"Maestría en Gestión de la Investigación, Modalidad Virtual con Apoyo Presencial",Maestría en Gestión de la Investigación (Virtual con apoyo presencial),ES423,Magister en Gestión de la Investigación,1.0,V,T,0,0,0.0,ES,423
424,"Diplomado en Investigación y Formación Tutorial, Modalidad Virtual, Versión I","Dip. en Inv. y Formación Tutorial, Virtual,V.1",DIFT1,Diplomado en Investigación y Formación Tutorial,1.0,V,T,760,3240,10.0,DIFT,1
425,Especialidad en Diseño de Interiores - Regularización,Regularización - Esp. en Diseño de Interiores ,EDDIR,Especialista en Diseño de Interiores,1.0,V,T,2250,11750,10.0,EDDIR,0
426,"Maestría en Ingeniería Geotécnica, Versión II, Subsede Cochabamba","Maestría en Ingeniería Geotécnica, Versión II, Subsede Cochabamba",MIGT2,Magister en Ingeniería Geotécnica,1.0,V,T,2250,35750,10.0,MIGT,2
427,"Especialidad en Odontopediatria, Versión I, Subsede Oruro","Esp. en Odontopediatria, V.1 Oruro",EO1,Especialista en  Odontopediatria,1.0,V,T,2250,46470,10.0,EO,1
428,Maestría en Educación Superior - Regularización,Regularización - Maes. Educación Superior ,MESR2,Magister en Educación Superior,1.0,V,T,0,0,0.0,MESR,2
429,Maestría en Salud Pública con mención en Gerencia - Regularización,Regularización - Mae. en Salud Pública con mención en Gerencia ,MSPR,Magíster en Salud Pública con mención en Gerencia,1.0,V,T,0,0,0.0,MSPR,0
430,Programa de Regularización Diplomado en Educación Superior,Regularización - Programa de Dip. Educación Superior  (RI_10_2016),DESR2,DIPLOMA EN EDUCACIÓN SUPERIOR,1.0,V,T,0,0,0.0,DESR,2
431,Programa de Regularización Maestría en Desarrollo Rural,Regularización - Maestría en Desarrollo Rural,PRMDR,Magister en Desarrollo Rural,1.0,V,T,0,0,0.0,PRMDR,0
432,Programa de Regularización Maestría en Administración Pública,Regularización - Mae. en Adm. Pública,PRMAP,Magister en Administración Pública,1.0,V,T,0,0,0.0,PRMAP,0
433,Programa de Regularización Diplomado en Investigación y Formación Tutorial,Regularización - Dip. en Inv. y Formación Tutorial,PRDIF,Diplomado en Investigación y Formación Tutorial,1.0,V,T,0,0,0.0,PRDIF,0
434,"Diplomado en Derecho Procesal Civil, Nuevo Código Procesal Civil (Ley 439), Versión III, Modalidad Virtual",Dip. en Derecho Procesal Civil V.3,DDPC3,"Diplomado en Derecho Procesal Civil, Nuevo Código Procesal Civil (Ley 439)",1.0,V,T,0,3000,10.0,DDPC,3
435,"Diplomado en Derecho Procesal Civil desde el Ámbito Constitucional, Versión I, Modalidad Virtual",Dip. en Der. Proc. Civil desde Ámbito Const. V.1,DPCC1,Diplomado en Derecho Procesal Civil desde el Ámbito Constitucional,1.0,V,T,0,3200,10.0,DPCC,1
436,"Diplomado en Investigación y Formación Tutorial, Versión II, Modalidad Virtual ","Dip. en Inv. y Formación Tutorial, V.2 Virtual",DIFT2,Diplomado en Investigación y Formación Tutorial,1.0,V,T,0,3500,10.0,DIFT,2
437,"Diplomado en Gerencia de Hospitales, Versión I, Modalidad Presencial","Dip. en Gerencia de Hospitales, v.1, Presencial",DGH1,Diplomado en Gerencia de Hospitales,1.0,V,T,0,4800,10.0,DGH,1
438,"Diplomado en Diseño de Cimentaciones, Versión I, Modalidad Presencial, Subsede Santa Cruz","Dip.en Diseño de Cimentaciones, V1, Presencial, Santa Cruz",DDC1,Diplomado en Diseño de Cimentaciones,1.0,V,T,0,6500,10.0,DDC,1
439,Maestría en Ingeniería Geotécnica - Regularización,Regularización - Mae. en Ingeniería Geotécnica ,MIGTR,Magister en Ingeniería Geotécnica,1.0,V,T,0,0,0.0,MIGTR,0
440,Maestría en Administración de Justicia - Regularización,Regularización - Maestría en Admin de Justicia ,MAJR,Convalidacion,1.0,V,T,0,0,0.0,MAJR,0
441,"Maestría en Derecho Constitucional y Procesal Constitucional, Versión II, Modalidad Virtual","Mae. en DerechoConst. y Proc. Const., Versión 2, Virtual",MDC2,Magister en Derecho Constitucional y Procesal Constitucional,1.0,V,T,2250,18250,10.0,MDC,2
442,Especialidad en Formulación y Evaluación de Proyectos de Manejo Integral de Cuencas - Regularización,Regularización - Esp. en Form. y Eval. de Proy. de Manejo Integral de Cuencas ,EFEvR,Convalidación,1.0,V,T,0,0,0.0,EFEvR,0
443,"Diplomado en Gestión Ambiental, Seguridad y Salud Ocupacional","Dip. en Gestión Ambiental, Seguridad y Salud Ocupacional",DGA1,"Diplomado en Gestión Ambiental, Seguridad y Salud Ocupacional",1.0,V,T,0,4800,10.0,DGA,1
444,Diplomado en Nanotecnología Aplicada,Dip. en Nanotecnología Aplicada,DNA,Diplomado en Nanotecnología Aplicada,1.0,V,T,0,4800,10.0,DNA,0
445,Maestría en Derecho Constitucional y Procesal Constitucional - Regularización,Regularización - Mae. en Derecho Constitucional y Proc. Constitucional ,MDCR,Convalidación,1.0,V,T,0,0,0.0,MDCR,0
446,"Maestría en Gestión y Atención Farmacéutica, Versión I, Modalidad Presencial","Maestría en Gestión. y Atención Farm. V.1, Presencial",MGAF1,Magíster en  Gestión y Atención Farmacéutica,1.0,V,T,2250,19690,10.0,MGAF,1
447,"Maestría en Salud Pública, Subsede La Paz, Versión II","Maestría en Salud Pública, La Paz, V.2",MSPV2,Magíster en Salud Pública ,1.0,V,T,2250,21250,10.0,MSP,MSP
448,"Maestría en Salud Pública, Subsede Santa Cruz, Versión II","Maestría en Salud Pública, Santa Cruz, V.2",MSPV2,Magíster en Salud Pública ,1.0,V,T,2250,21250,10.0,MSP,MSP
449,"Especialidad en Derecho del Trabajo y la Seguridad Social, Versión I, Modalidad Virtual","Especialidad en Derecho del Trabajo y la Seguridad Social, V. 1, Virtual",EDTSV,Especialista en Derecho del Trabajo y la Seguridad Social,1.0,V,T,2250,11750,10.0,EDTSV,0
450,"Maestría en Educación Superior, Versión  XII, Modalidad Virtual","Maestría en Educación Sup. V.  XII, Virtual",MES12,Magíster en Educación Superior,1.0,V,T,2250,17250,10.0,MES,12
451,"Diplomado en Gerencia de la Construcción, Versión I, Modalidad Virtual","Gerencia de la Construccion, V. 1, Modalidad Virtual",GCV1V,Diplomado en Gerencia de la Construcción,1.0,V,T,0,4200,10.0,GCV1V,0
452,"Maestría en Administración de Justicia, Versión V, Modalidad Virtual  ","Maestría en Administración de Justicia, V.5, Virtual  ",MAJV5,Magíster en Administración de Justicia ,1.0,V,T,2250,17750,10.0,MAJ,MAJ
453,"Diplomado en Análisis Financiero, Versión I, Modalidad Presencial ","Dip. Análisis Financiero, V. 1, Modalidad Presencial",DAFV1,Diplomado en Análisis Financiero,1.0,V,T,0,3500,10.0,DAF,DAF
454,"Diplomado en Contabilidad Gerencial, Versión I, Modalidad Presencial ","Dip. Contabilidad General, V. 1, Modalidad Presencial",DCGV1,Diplomado en Contabilidad Gerencial ,1.0,V,T,0,3500,10.0,DCG,DCG
455,"Maestría en Tributación, Versión IV, Modalidad Presencial ","Maestría en Tributación, v. IV, Modalidad Presencial ",MTJV4,Magister  en Tributación,1.0,V,T,2250,20250,10.0,MTJ,MTJ
456,Especialidad en Cirugía y Traumatología Oral y Maxilofacial Versión I Cbba - Regularización,Regularización - Esp. en cir. y traum. oral y maxilofacial V.1 Cbba ,CTOMR,Especialista en Cirugía y Traumatología Oral y Maxilofacial,1.0,V,T,0,0,0.0,CTOMR,0
457,"Maestría en Ingeniería Estructural, Subsede La Paz, Versión VI","Maestría en Ingeniería Estructural, La Paz, V.6",MIEV6,Magister  en Ingeniería Estructural ,1.0,V,T,2250,32750,10.0,MIE,MIE
458,"Maestría en Ingeniería Estructural, Subsede Oruro, Versión VI","Maestría en Ingeniería Estructural, Oruro, V.6",MIEV6,Magister  en Ingeniería Estructural ,1.0,V,T,2250,32750,10.0,MIE,MIE
459,"Maestría en Ingeniería Estructural, Subsede Santa Cruz, Versión VI","Maestría en Ingeniería Estructural, Santa Cruz, V.6",MIEV6,Magister  en Ingeniería Estructural ,1.0,V,T,2250,32750,10.0,MIE,MIE
460,Establecimiento y Planificación de Huertos Modernos de Frutales del Valle - Regularización,Regularización - Dip. en Est. y Plan. de Huertos Modernos de Frutales del Valle ,DHVR,Diplomado en Establecimiento y Planificación de Huertos Modernos de Frutales del Valle - Regularizac,1.0,V,T,,0,,DHVR,0
461,"Maestría en Ingeniería Hidráulica, Versión I, Modalidad Presencial","Ma. en Ing. Hidráulica, V. I, Mod. Presencial",MIHP,Magister en Ingeniería Hidráulica,1.0,V,T,2250,24540,10.0,MIHP,0
462,"Diplomado en Derecho Procesal Civil, Nuevo Código Procesal Civil (Ley 439) - Regularización",Regularización Dip. en Derecho Procesal Civil Ley(439) ,DDPCR,Convalidacion,1.0,V,T,0,0,0.0,DDPCR,0
463,Diplomado en Docencia para Educación Superior Versión VII,Dip. en Doc. para Educ. Superior V.7,DDES7,Diplomado en Docencia Para Educación Superior,1.0,V,T,760,2640,10.0,DDES,7
464,Diplomado en Docencia para Educación Superior - Regularización,Regularización Dip. en Docencia para la Educ. Superior ,DDER,Convalidación,1.0,V,T,0,0,0.0,DDER,0
465,"Diplomado en Gerencia de Hospitales, Versión II, Sede Potosí, Modalidad Presencial","Dip. en Gerencia de Hospitales, v.2, Presencial",DGH2,Diplomado en Gerencia de Hospitales,1.0,V,T,0,4800,10.0,DGH,2
466,"Especialidad en Ortodoncia, Versión II, Sede Sucre",Esp. Ortodoncia V.2  SS,EOSS,Especialista en Ortodoncia,1.0,V,T,2250,43750,10.0,EOSS,0
467,Especialidad Técnica en Gestión de Residuos Sólidos con Enfoque de Planes Territoriales de Desarrollo Integral,Esp. Técnica en Gestión de Residuos Sólidos con Enfoque de Planes Territoriales de Desarrollo Integr,GRPTI,Especialista Técnico en Gestión de Residuos Sólidos con Enfoque de Planes Territoriales de Desarroll,1.0,V,T,1750,5250,10.0,GRPTI,0
468,"Especialidad en Diseño y Gestión de Marcas, Versión I, Modalidad Presencial","Esp. en Diseño y Gestión de Marcas, V. 1, M. Presencial",EDYGM,Especialista en Diseño y Gestión de Marcas,1.0,V,T,2250,12750,10.0,EDYGM,0
469,"Maestría en Ingeniería Estructural, Versión VI, Sede Sucre","Maestría en Ingeniería Estructural, V.6 , Sucre",MIEV6,Magister  en Ingeniería Estructural ,1.0,V,T,2250,32750,10.0,MIE,MIE
470,Programa de Regularización Maestría en Medicina del Trabajo y Salud Ocupacional,Regularización - Programa Maestría en Medicina del Trabajo y Salud Ocupacional,RMTSO,Convalidación,1.0,V,T,,0,,RMTSO,0
471,Maestría en Administración de Empresas Ejecutivo y Gerencia Pública con Mención en Marketing,M. en Adm. de Empresas Ejec. y Geren. Pública con Mención en Marketing,MAEGP,Magister  en Administración de Empresas Ejecutivo y Gerencia Pública con Mención en Marketing,1.0,V,T,2250,19750,10.0,MAEGP,0
472,"Diplomado en Dirección Estratégica de Recursos Humanos, Versión I ","Dip.en Dirección Estratégica de Recursos Humanos, V.1 ",DDERH,Diplomado en Dirección Estratégica de Recursos Humanos ,1.0,V,T,0,4900,10.0,DDERH,0
473,"Diplomado en Negocios Internacionales, Versión I ","Dip. en Negocios Internacionales, V.1 ",DNI,Diplomado en Negocios Internacionales ,1.0,V,T,0,4900,10.0,DNI,0
474,"Diplomado en Docencia para Educación Superior, Versión VIII",Dip. en Doc. para Educ. Superior V.8,DDES8,Diplomado en Docencia para Educación Superior,1.0,V,T,760,2640,10.0,DDES,8
475,Maestría en Enfermería Médico Quirúrgica - Regularización,Regularización Maestría en Enfermería Médico Quirúrgica,RMEMQ,Máster en Enfermería Médico Quirúrgica,1.0,V,T,,0,0.0,RMEMQ,0
476,"Diplomado en Investigación y Formación Tutorial Versión III, Modalidad Virtual  ","Dipl. en Investigación y Formación Tutorial V. III, Virtual  ",DIFT3,Diplomado en Investigación y Formación Tutorial  ,1.0,V,T,0,3500,10.0,DIFT,3
477,"Especialidad en Auditoría Médica y Gestión de Calidad, Versión II, Subsede Potosí","Esp. en Auditoria Médica y Gestión de Calidad, V. 2, S Potosí ",EAMGC,Especialista en Auditoría Médica y Gestión de Calidad,1.0,V,T,2250,15750,10.0,EAMGC,0
478,"Maestría en Salud Pública, Versión II, Sede Sucre","Ma. en Salud Pública, V. II, Sucre",MSPV2,Magíster en Salud Pública ,1.0,V,T,2250,20250,10.0,MSP,MSP
479,"Maestría en Salud Pública, Versión II, Subsede Santa Cruz","Ma. en Salud Pública, V. II, Santa Cruz",MSPV2,Magíster en Salud Pública ,1.0,V,T,2250,20250,10.0,MSP,MSP
480,"Maestría en Actividad Física Deportiva y  Alto Rendimiento, Versión 1, Sede Sucre","Ma. en Actividad Física Deportiva y  Alto Rendimiento, V. 1, S. Sucre",MAFDR,Magister en Actividad Física Deportiva y Alto Rendimiento,1.0,V,T,2250,19750,10.0,MAFDR,0
481,"Maestría en Actividad Física Deportiva y  Alto Rendimiento, Versión I, Subsede La Paz","Ma. en Actividad Física Deportiva y  Alto Rendimiento, V. I, S. La Paz",MAFDR,Magister en Actividad Física Deportiva y Alto Rendimiento,1.0,V,T,2250,22750,10.0,MAFDR,0
482,"Maestría en Derecho Constitucional y Procesal Constitucional, Version III Modalidad Virtual","Ma. en Derecho Constitucional y Procesal Constitucional, V. III Mod. Virtual",MDCPC,Magister en Derecho Constitucional y Procesal Constitucional,1.0,V,T,2250,18750,10.0,MDCPC,0
483,"Maestría en Educación Superior, Versión XIII Modalidad Virtual  ","Ma. en Educación Superior, Versión XIII Mod. Virtual  ",MESMV,Magister en Educación Superior  ,1.0,V,T,2250,17250,10.0,MESMV,0
484,"Diplomado en Fundamentos Disciplinares de Enfermería Versión I, Modalidad Virtual","Dipl. en Fundamentos Disciplinares de Enfermería V. I, Mod. Virtual",DFDE,Diplomado en Fundamentos Disciplinares de Enfermería ,1.0,V,T,0,3000,10.0,DFDE,0
485,"Diplomado en Metodología Cualitativa Aplicada a la Investigación en Salud, Versión I, Modalidad Presencial con componente Virtual ","Dipl. Metodología Cua. Aplicada a la Inv. en Salud, Presencial, V.1, Sucre",DMCAI,Diplomado en Metodología Cualitativa Aplicada a la Investigación en Salud,1.0,V,T,0,4200,10.0,DMCAI,0
486,"Diplomado en Metodología Cualitativa Aplicada a la Investigación en Salud, Versión I, Modalidad Presencial con componente Virtual Subsede Santa Cruz","Dipl. Metodología Cua. Aplicada a la Inv. en Salud, Presencial, V.1 , S. Santa Cruz",DMCAI,Diplomado en Metodología Cualitativa Aplicada a la Investigación en Salud,1.0,V,T,0,4500,10.0,DMCAI,0
487,"Maestría en Tributación, Version V ","Ma. en Tributación, v. 5",MTJV5,Magister  en Tributación,1.0,V,T,2250,16750,10.0,MTJ,MTJ
488,"Diplomado en Análisis Financiero, Versión II  ","Di. en Análisis Financiero, V. II ",DAFV2,Diplomado en Análisis Financiero,1.0,V,T,0,2800,10.0,DAF,DAF
489,"Doctorado en Derecho, Modalidad Virtual con Componente Presencial","Doc. en Derecho, Mod. Virtual con Componente Presencial",DDMVI,Doctor en Derecho ,1.0,V,T,3850,44870,10.0,DDMVI,0
490,Diplomado en Planificación Presupuestaria y Contabilidad Gubernamental Versión I,Dipl. en Planificación Presupuestaria y Contabilidad Gubernamental V. I,DPPCG,Diplomado en Planificación Presupuestaria y Contabilidad Gubernamental,1.0,V,T,0,2800,10.0,DPPCG,0
491,"Especialidad Superior en Ortodoncia, Versión III, Sede Sucre(Anulado)","Esp. Superior en Ortodoncia, V. 3, Sucre",EOSV3,Especialista Superior en Ortodoncia,1.0,V,T,2475,46525,10.0,EOS,EOS
492,Maestría en Periodismo para el Desarrollo y la Interculturalidad - Regularización,Regularización - Ma. en Periodismo para el Desarrollo y la Interculturalidad,MPDI,Magister en Periodismo para el Desarrollo y la Interculturalidad,1.0,V,T,,0,,MPDI,0
493,Maestría en Recursos Hídricos - Regularización,Regularización - Ma. en Recursos Hídricos,RMRH,Magister en Recursos Hídricos,1.0,V,T,,0,,RMRH,0
494,Maestría en Gestión de Recursos Naturales y del Medio Ambiente - Regularización,Regularización. Maestría en Gestión de Recursos Naturales y del Medio Ambiente,RGRNM,Magister en Gestión de Recursos Naturales y del Medio Ambiente  ,1.0,V,T,,0,,RGRNM,0
